locale,lat,lng
"Charles City, Virginia",37.34389060000001,-77.071268
"Charlotte, Virginia",37.0467412,-78.6114999
"Charlottesville city, Virginia",38.0293059,-78.47667810000002
"Chesapeake city, Virginia",36.7682088,-76.2874927
"Chesterfield, Virginia",37.3770935,-77.5049863
"Clarke, Virginia",39.15165830000001,-77.973865
"Colonial Heights city, Virginia",37.244039,-77.4102607
"Covington city, Virginia",37.7934585,-79.99394629999999
"Craig, Virginia",37.44658950000001,-80.23213129999999
"Culpeper, Virginia",38.4729632,-77.9962512
"Cumberland, Virginia",37.4963918,-78.24486639999999
"Danville city, Virginia",36.5859718,-79.39502279999999
"Dinwiddie, Virginia",37.0774889,-77.5857056
"Emporia city, Virginia",36.6859829,-77.5424809
"Essex, Virginia",37.9671684,-76.964306
"Fairfax, Virginia",38.84622359999999,-77.30637329999999
"Fairfax city, Virginia",38.84622359999999,-77.30637329999999
"Falls Church city, Virginia",38.88233400000001,-77.1710914
"Floyd, Virginia",36.9112443,-80.3200502
"Fluvanna, Virginia",37.8532863,-78.24761459999999
"Franklin, Virginia",36.6776507,-76.9224608
"Franklin city, Virginia",36.6776507,-76.9224608
"Frederick, Virginia",39.2096441,-78.2601024
"Fredericksburg city, Virginia",38.3031837,-77.4605399
"Galax city, Virginia",36.6612387,-80.9239671
"Giles, Virginia",40.490196,-111.406303
"Gloucester, Virginia",37.4098631,-76.52661739999999
"Goochland, Virginia",37.6841421,-77.885374
"Grayson, Virginia",36.6721195,-81.20781640000001
"Greene, Virginia",38.3120359,-78.4524591
"Greensville, Virginia",36.60568860000001,-77.6077865
"Halifax, Virginia",36.7659709,-78.92834409999999
"Hampton city, Virginia",37.0298687,-76.34522179999999
"Hanover, Virginia",37.7665686,-77.37024439999999
"Harrisonburg city, Virginia",38.4495688,-78.8689155
"Henrico, Virginia",37.5059332,-77.3324425
"Henry, Virginia",36.6588867,-79.96403389999999
"Highland, Virginia",33.7817345,-84.3635127
"Hopewell city, Virginia",37.3043154,-77.28720009999999
"Isle of Wight, Virginia",36.9288915,-76.6874701
"James City, Virginia",37.3002132,-76.8028933
"King George, Virginia",38.2664512,-77.18078419999999
"King William, Virginia",37.6871635,-77.01368389999999
"King and Queen, Virginia",37.7298568,-76.8951551
"Lancaster, Virginia",37.77002600000001,-76.4660157
"Lee, Virginia",36.1269459,-95.88188099999999
"Lexington city, Virginia",37.78402080000001,-79.4428157
"Loudoun, Virginia",39.076767,-77.6536125
"Louisa, Virginia",38.0251394,-78.00416489999999
"Lunenburg, Virginia",36.9612967,-78.26602749999999
"Lynchburg city, Virginia",37.4137536,-79.14224639999999
"Madison, Virginia",38.3804062,-78.25750350000001
"Manassas Park city, Virginia",38.7840035,-77.4697111
"Manassas city, Virginia",38.7509488,-77.47526669999999
"Mathews, Virginia",37.437006,-76.3206618
"Mecklenburg, Virginia",36.6421724,-78.3842227
"Middlesex, Virginia",37.6040106,-76.5257007
"Montgomery, Virginia",37.2070304,-80.4103957
"Nelson, Virginia",32.370939,-88.6961757
"New Kent, Virginia",37.5149037,-76.9848327
"Newport News city, Virginia",37.0870821,-76.4730122
"Norfolk city, Virginia",36.8507689,-76.28587259999999
"Northampton, Virginia",37.226762,-75.9927652
"Northumberland, Virginia",37.9035732,-76.4100267
"Norton city, Virginia",36.933433,-82.6290459
"Nottoway, Virginia",37.1299922,-78.07938879999999
"Orange, Virginia",38.2454106,-78.1108342
"Page, Virginia",38.63013309999999,-78.52065
"Patrick, Virginia",36.6886252,-80.32131059999999
"Petersburg city, Virginia",37.2279279,-77.40192669999999
"Pittsylvania, Virginia",36.7440186,-79.4703885
"Poquoson city, Virginia",37.1223664,-76.3457773
"Portsmouth city, Virginia",36.8354258,-76.2982742
"Powhatan, Virginia",37.5415273,-77.91882389999999
"Prince Edward, Virginia",37.1982888,-78.4297187
"Prince George, Virginia",37.2220383,-77.2856305
"Prince William, Virginia",38.7838939,-77.6077865
"Pulaski, Virginia",37.0478982,-80.7797935
"Radford city, Virginia",37.13179239999999,-80.5764477
"Rappahannock, Virginia",38.6762327,-78.1564432
"Richmond, Virginia",37.5407246,-77.4360481
"Richmond city, Virginia",37.5407246,-77.4360481
"Roanoke, Virginia",37.2709704,-79.9414266
"Roanoke city, Virginia",37.2709704,-79.9414266
"Rockbridge, Virginia",37.8062214,-79.5153773
"Rockingham, Virginia",38.5825919,-78.8835548
"Russell, Virginia",34.0700195,-118.3834816
"Salem city, Virginia",37.2934681,-80.05476259999999
"Scott, Virginia",42.2202555,-83.65814360000002
"Shenandoah, Virginia",38.4834568,-78.84974849999999
"Smyth, Virginia",36.8687921,-81.5596427
"Southampton, Virginia",36.6788512,-77.10249019999999
"Spotsylvania, Virginia",38.1979096,-77.58776519999999
"Stafford, Virginia",38.4220687,-77.4083086
"Staunton city, Virginia",38.149576,-79.0716958
"Suffolk city, Virginia",36.7282054,-76.5835621
"Surry, Virginia",37.1379265,-76.8352384
"Sussex, Virginia",36.9058167,-77.2405153
"Tazewell, Virginia",37.11483740000001,-81.5195548
"Unknown, Virginia",38.876392,-77.0721696
"Virginia Beach city, Virginia",36.8529263,-75.97798499999999
"Warren, Virginia",38.9331749,-78.24761459999999
"Washington, Virginia",38.7134301,-78.1590813
"Waynesboro city, Virginia",38.0684692,-78.8894682
"Westmoreland, Virginia",38.064175,-76.55933399999999
"Williamsburg city, Virginia",37.2707022,-76.7074571
"Winchester city, Virginia",39.1856597,-78.1633341
"Wise, Virginia",36.9759345,-82.5757108
"Wythe, Virginia",36.9484414,-81.0848477
"York, Virginia",37.2103925,-76.3868797
"Adams, Washington",46.2023685,-121.4910493
"Asotin, Washington",46.3393265,-117.0482116
"Benton, Washington",46.3166362,-119.5021582
"Chelan, Washington",47.8408323,-120.0168079
"Clallam, Washington",48.25333029999999,-124.2601458
"Clark, Washington",45.7466471,-122.5194378
"Columbia, Washington",38.9071923,-77.0368707
"Cowlitz, Washington",46.1746472,-122.7746902
"Douglas, Washington",47.7790617,-119.7474606
"Ferry, Washington",48.5067623,-122.6783634
"Franklin, Washington",37.7840821,-90.4209243
"Grant, Washington",47.1981147,-119.3732456
"Grays Harbor, Washington",46.9953526,-123.7012468
"Island, Washington",45.3798154,-86.90730239999999
"Jefferson, Washington",40.1706389,-80.24029689999999
"King, Washington",47.5480339,-121.9836029
"Kitsap, Washington",47.6476607,-122.6412583
"Kittitas, Washington",46.98318219999999,-120.4170102
"Klickitat, Washington",45.81706680000001,-121.1525716
"Lewis, Washington",46.6195461,-122.4554639
"Lincoln, Washington",38.8892686,-77.050176
"Mason, Washington",38.8075,-77.0658667
"Okanogan, Washington",48.361262,-119.5833869
"Pacific, Washington",47.2645452,-122.2501201
"Pend Oreille, Washington",48.43590649999999,-117.3173375
"Pierce, Washington",47.0675877,-122.1295269
"San Juan, Washington",48.61180350000001,-122.9602621
"Skagit, Washington",48.4241961,-121.7114362
"Skamania, Washington",45.6176095,-122.0488678
"Snohomish, Washington",47.91287560000001,-122.0981847
"Spokane, Washington",47.6587802,-117.4260465
"Stevens, Washington",48.4558249,-117.9059909
"Thurston, Washington",46.8645747,-122.7695986
"Wahkiakum, Washington",46.3259463,-123.4945592
"Walla Walla, Washington",46.0645809,-118.3430208
"Whatcom, Washington",48.8787167,-121.9718658
"Whitman, Washington",46.8363403,-117.5887295
"Yakima, Washington",46.6020711,-120.5058987
"Barbour, West Virginia",39.1398692,-80.0087746
"Berkeley, West Virginia",39.62699020000001,-78.2271957
"Boone, West Virginia",37.9838605,-81.73494199999999
"Braxton, West Virginia",38.7023371,-80.7214417
"Brooke, West Virginia",40.2697757,-80.5660657
"Cabell, West Virginia",38.43919270000001,-82.25832969999999
"Calhoun, West Virginia",38.857973,-81.1196075
"Clay, West Virginia",38.4603788,-81.0851086
"Fayette, West Virginia",38.0615913,-81.0754657
"Gilmer, West Virginia",38.879261,-80.716765
"Grant, West Virginia",39.1042079,-79.1548533
"Greenbrier, West Virginia",37.7860374,-80.30795979999999
"Hampshire, West Virginia",39.3349019,-78.5660852
"Hancock, West Virginia",40.5123559,-80.5660657
"Hardy, West Virginia",39.0416116,-78.9288242
"Harrison, West Virginia",39.33481260000001,-80.365865
"Jackson, West Virginia",38.8139943,-81.64734399999999
"Jefferson, West Virginia",39.3059841,-77.88245959999999
"Kanawha, West Virginia",38.2556905,-81.42789839999999
"Lewis, West Virginia",39.0196167,-80.54384499999999
"Lincoln, West Virginia",38.1761009,-82.08429009999999
"Logan, West Virginia",37.8487147,-81.9934581
"Marion, West Virginia",39.5288627,-80.23213129999999
"Marshall, West Virginia",38.4235252,-82.42641449999999
"Mason, West Virginia",39.021745,-82.0290296
"McDowell, West Virginia",37.3860467,-81.64734399999999
"Mercer, West Virginia",37.4322638,-81.1196075
"Mineral, West Virginia",39.4068988,-78.8835548
"Mingo, West Virginia",37.76078010000001,-82.1713632
"Monongalia, West Virginia",39.6695849,-79.96403389999999
"Monroe, West Virginia",37.5601958,-80.5882803
"Morgan, West Virginia",39.5073361,-78.24761459999999
"Nicholas, West Virginia",38.3307714,-80.7657804
"Ohio, West Virginia",40.1111311,-80.610489
"Pendleton, West Virginia",38.74517669999999,-79.29021329999999
"Pleasants, West Virginia",39.3761707,-81.1416691
"Pocahontas, West Virginia",38.3101706,-80.0087746
"Preston, West Virginia",39.5641007,-79.6951103
"Putnam, West Virginia",38.4991939,-81.909826
"Raleigh, West Virginia",37.7567819,-81.17426590000001
"Randolph, West Virginia",38.8092552,-80.0087746
"Ritchie, West Virginia",39.1822303,-81.0312989
"Roane, West Virginia",38.7564882,-81.42789839999999
"Summers, West Virginia",37.5812062,-80.8543847
"Taylor, West Virginia",39.3417635,-79.96403389999999
"Tucker, West Virginia",39.1083806,-79.6502105
"Tyler, West Virginia",39.4977025,-80.8543847
"Upshur, West Virginia",38.8696797,-80.23213129999999
"Wayne, West Virginia",38.2214748,-82.4423747
"Wetzel, West Virginia",39.5655978,-80.6770787
"Wirt, West Virginia",39.04360930000001,-81.38393260000001
"Wood, West Virginia",38.7714726,-81.9154142
"Wyoming, West Virginia",37.6339466,-81.5596427
"Adams, Wisconsin",44.0196955,-89.77553379999999
"Ashland, Wisconsin",46.5924428,-90.8837982
"Barron, Wisconsin",45.4013471,-91.8490626
"Bayfield, Wisconsin",46.8107671,-90.81824
"Brown, Wisconsin",44.45616740000001,-87.9334803
"Buffalo, Wisconsin",44.23052,-91.8643249
"Burnett, Wisconsin",45.8051186,-92.2888131
"Calumet, Wisconsin",44.1586082,-88.24611829999999
"Chippewa, Wisconsin",45.0673752,-91.2924666
"Clark, Wisconsin",44.8480735,-90.7532809
"Columbia, Wisconsin",43.40466319999999,-89.3226954
"Crawford, Wisconsin",43.2491547,-90.8294002
"Dane, Wisconsin",43.2505472,-89.5015088
"Dodge, Wisconsin",43.139246,-89.29090099999999
"Door, Wisconsin",44.8341302,-87.3770488
"Douglas, Wisconsin",46.3490012,-91.75768889999999
"Dunn, Wisconsin",44.909416,-91.9099238
"Eau Claire, Wisconsin",44.811349,-91.4984941
"Florence, Wisconsin",45.9224168,-88.2520047
"Fond du Lac, Wisconsin",43.7730448,-88.4470508
"Forest, Wisconsin",46.1295655,-90.86298250000002
"Grant, Wisconsin",42.9397015,-90.6773046
"Green, Wisconsin",44.531177,-87.9210686
"Green Lake, Wisconsin",43.84414810000001,-88.96011329999999
"Iowa, Wisconsin",42.9416737,-90.0746767
"Iron, Wisconsin",46.2855114,-90.2347734
"Jackson, Wisconsin",43.3238919,-88.1667599
"Jefferson, Wisconsin",43.0055594,-88.8073273
"Juneau, Wisconsin",43.4055504,-88.7051037
"Kenosha, Wisconsin",42.5847425,-87.82118539999999
"Kewaunee, Wisconsin",44.4583321,-87.50313969999999
"La Crosse, Wisconsin",43.8137751,-91.25190169999999
"Lafayette, Wisconsin",42.6293203,-90.0746767
"Langlade, Wisconsin",45.19,-88.73222
"Lincoln, Wisconsin",44.6180518,-87.6420375
"Manitowoc, Wisconsin",44.0886059,-87.657584
"Marathon, Wisconsin",44.850452,-89.8505012
"Marinette, Wisconsin",45.0999849,-87.6306623
"Marquette, Wisconsin",43.74748049999999,-89.13872649999999
"Menominee, Wisconsin",44.88577919999999,-88.6507943
"Milwaukee, Wisconsin",43.0389025,-87.9064736
"Monroe, Wisconsin",42.60111939999999,-89.6384532
"Oconto, Wisconsin",44.8872124,-87.8645473
"Oneida, Wisconsin",44.4913114,-88.1971966
"Outagamie, Wisconsin",44.4636545,-88.4016041
"Ozaukee, Wisconsin",43.3819496,-87.6186379
"Pepin, Wisconsin",44.4410785,-92.14795
"Pierce, Wisconsin",44.7508921,-92.38136209999999
"Polk, Wisconsin",43.3252703,-88.21690269999999
"Portage, Wisconsin",43.5391486,-89.46262019999999
"Price, Wisconsin",44.5816281,-91.054597
"Racine, Wisconsin",42.7261309,-87.78285230000002
"Richland, Wisconsin",43.3347053,-90.3867928
"Rock, Wisconsin",42.6251506,-89.0179332
"Rusk, Wisconsin",45.51936490000001,-91.1563029
"Sauk, Wisconsin",43.4066375,-89.9253233
"Sawyer, Wisconsin",45.8220169,-91.16858859999999
"Shawano, Wisconsin",44.7822064,-88.60899169999999
"Sheboygan, Wisconsin",43.7508284,-87.71453
"St. Croix, Wisconsin",45.0497844,-92.3875695
"Taylor, Wisconsin",45.2231325,-90.529916
"Trempealeau, Wisconsin",44.0055185,-91.4420883
"Vernon, Wisconsin",42.9036248,-88.2523142
"Vilas, Wisconsin",45.9787939,-89.45591619999999
"Walworth, Wisconsin",42.5311279,-88.5995456
"Washburn, Wisconsin",46.6732722,-90.8949075
"Washington, Wisconsin",43.3932586,-88.24611829999999
"Waukesha, Wisconsin",43.0116784,-88.2314813
"Waupaca, Wisconsin",44.3580348,-89.0859464
"Waushara, Wisconsin",44.1313128,-89.20867729999999
"Winnebago, Wisconsin",44.0758178,-88.5251126
"Wood, Wisconsin",44.4558115,-90.1682271
"Albany, Wyoming",41.1841402,-106.1319565
"Big Horn, Wyoming",44.6811687,-106.9920851
"Campbell, Wyoming",44.3956107,-105.4489183
"Carbon, Wyoming",41.6032207,-106.912251
"Converse, Wyoming",43.0489425,-105.4068079
"Crook, Wyoming",44.4975617,-104.6915298
"Fremont, Wyoming",43.0119968,-108.6175626
"Goshen, Wyoming",42.0334428,-104.3791912
"Hot Springs, Wyoming",43.658734,-108.326784
"Johnson, Wyoming",43.9557212,-106.4272801
"Laramie, Wyoming",41.3113669,-105.5911007
"Lincoln, Wyoming",42.0703294,-110.5215459
"Natrona, Wyoming",43.0296874,-106.8092162
"Niobrara, Wyoming",43.0212373,-104.4723301
"Park, Wyoming",39.1215277,-75.559561
"Platte, Wyoming",42.0505555,-104.8454619
"Sheridan, Wyoming",44.7971939,-106.9561791
"Sublette, Wyoming",42.8138723,-109.7591675
"Sweetwater, Wyoming",41.8519395,-109.1880047
"Teton, Wyoming",43.853632,-110.6314491
"Uinta, Wyoming",41.2107397,-110.6168921
"Washakie, Wyoming",43.006346,-108.882346
"Weston, Wyoming",44.636927,-105.3361045
